interaction_id,question_type,n_words,retrieved_gold_clean,t_suf_clean,phi_suf_clean,retrieved_gold_string,t_suf_string,phi_suf_string
5a77321355429972597f1493,comparison,10,True,2,0.2,True,2,0.2
5ab5cd4f554299488d4d9a31,bridge,18,True,2,0.1111111111111111,True,2,0.1111111111111111
5a83411655429966c78a6b5d,bridge,15,True,1,0.06666666666666667,True,1,0.06666666666666667
5a8d50fb55429941ae14dfa2,bridge,34,True,2,0.058823529411764705,True,2,0.058823529411764705
5ae80919554299540e5a56f6,bridge,20,True,1,0.05,True,10,0.5
5ab2b8fe5542991669774070,bridge,18,True,2,0.1111111111111111,True,2,0.1111111111111111
5a8d0efd5542994ba4e3dbc6,bridge,12,True,2,0.16666666666666666,True,2,0.16666666666666666
5a7125b95542994082a3e5d5,bridge,16,True,1,0.0625,True,1,0.0625
5a8a6a2155429930ff3c0dd0,comparison,15,True,1,0.06666666666666667,False,,
5ae834e95542997ec272776a,bridge,15,True,1,0.06666666666666667,True,1,0.06666666666666667
5a7ab51055429927d897bef6,bridge,10,True,7,0.7,False,,
5ae250b45542996483e64977,bridge,15,True,1,0.06666666666666667,True,5,0.3333333333333333
5a733c925542991f9a20c6b7,comparison,10,True,5,0.5,True,5,0.5
5a7e5ec25542991319bc947a,comparison,10,True,3,0.3,True,1,0.1
5adbf2805542994650320c15,bridge,9,True,1,0.1111111111111111,True,3,0.3333333333333333
5a845e9055429933447460ec,bridge,13,True,5,0.38461538461538464,True,5,0.38461538461538464
5a820c0c554299676cceb1fc,bridge,25,True,1,0.04,True,1,0.04
5a88bd1d554299206df2b357,bridge,23,True,1,0.043478260869565216,True,1,0.043478260869565216
5a79332555429907847277e7,comparison,9,True,1,0.1111111111111111,True,1,0.1111111111111111
5abd516a5542992ac4f3825c,bridge,12,True,1,0.08333333333333333,True,1,0.08333333333333333
5add26075542994ed6169c9c,bridge,16,True,5,0.3125,True,5,0.3125
5a901f735542990a98493591,bridge,14,True,6,0.42857142857142855,True,4,0.2857142857142857
5ab840e255429934fafe6d3b,bridge,41,True,1,0.024390243902439025,True,1,0.024390243902439025
5ac3d4b6554299204fd21e93,comparison,14,True,1,0.07142857142857142,True,6,0.42857142857142855
5a73b2cb55429908901be31a,bridge,22,True,1,0.045454545454545456,True,1,0.045454545454545456
5ac29cf8554299218029dac2,bridge,13,True,1,0.07692307692307693,True,1,0.07692307692307693
5ae686535542996d980e7bdc,bridge,17,True,1,0.058823529411764705,True,9,0.5294117647058824
5a8aa1685542992d82986f32,bridge,15,True,2,0.13333333333333333,True,2,0.13333333333333333
5a7d7deb5542995f4f402282,bridge,13,True,2,0.15384615384615385,True,1,0.07692307692307693
5a8c622a554299240d9c2142,bridge,16,True,2,0.125,False,,
5a7b81715542997c3ec971d4,bridge,18,True,1,0.05555555555555555,True,2,0.1111111111111111
5ae0c29c5542993d6555ec46,bridge,21,True,1,0.047619047619047616,True,1,0.047619047619047616
5a7c290c5542990527d55468,bridge,18,True,1,0.05555555555555555,True,1,0.05555555555555555
5a876f785542993e715abf42,comparison,16,True,5,0.3125,True,8,0.5
5ae1e6d95542997283cd22c3,bridge,16,True,1,0.0625,True,1,0.0625
5ae10df355429920d52342ac,bridge,9,True,1,0.1111111111111111,False,,
5ae4d8475542993aec5ec0e0,bridge,20,True,1,0.05,True,7,0.35
5ab94cf0554299743d22eade,bridge,16,True,4,0.25,False,,
5ae479745542996836b02cb1,bridge,17,True,1,0.058823529411764705,True,1,0.058823529411764705
5a852cd05542997b5ce3ffb0,bridge,13,True,3,0.23076923076923078,True,3,0.23076923076923078
5a8babf05542996e8ac8899e,comparison,10,False,,,False,,
5a82fcbd55429954d2e2ebe8,bridge,15,True,1,0.06666666666666667,True,1,0.06666666666666667
5a77c60255429967ab105285,bridge,11,True,1,0.09090909090909091,True,2,0.18181818181818182
5adf39ce5542995534e8c76d,bridge,7,True,1,0.14285714285714285,False,,
5ae694a15542991bbc976141,bridge,14,True,1,0.07142857142857142,True,1,0.07142857142857142
5ae13bca55429901ffe4ae17,bridge,15,True,1,0.06666666666666667,True,1,0.06666666666666667
5a8a265b5542992d82986ecc,comparison,14,True,4,0.2857142857142857,True,4,0.2857142857142857
5a77121a5542994aec3b71db,comparison,13,True,3,0.23076923076923078,True,3,0.23076923076923078
5ae6911955429908198fa626,bridge,12,True,1,0.08333333333333333,True,4,0.3333333333333333
5ae53de455429908b6326599,bridge,15,True,5,0.3333333333333333,False,,
5a813b6f55429903bc27b951,bridge,13,True,5,0.38461538461538464,True,5,0.38461538461538464
5a84b4005542991dd0999d99,bridge,16,True,1,0.0625,False,,
5a8cca64554299653c1aa125,bridge,12,True,1,0.08333333333333333,True,1,0.08333333333333333
5ab8ed305542991b5579f046,bridge,17,True,1,0.058823529411764705,True,1,0.058823529411764705
5ae0b2f25542993d6555ec1c,bridge,12,True,6,0.5,True,2,0.16666666666666666
5ae207a65542994d89d5b317,comparison,11,True,9,0.8181818181818182,True,11,1.0
5a75383a5542996c70cfaeb3,comparison,9,True,6,0.6666666666666666,True,6,0.6666666666666666
5ae3fd2c5542995dadf2428f,comparison,8,True,2,0.25,False,,
5abffd10554299012d1db556,bridge,7,True,1,0.14285714285714285,True,1,0.14285714285714285
5a8f812755429918e830d245,bridge,24,True,1,0.041666666666666664,True,1,0.041666666666666664
5ae520315542993aec5ec152,bridge,16,True,1,0.0625,True,1,0.0625
5a7631cd5542994ccc91870c,bridge,11,True,1,0.09090909090909091,True,1,0.09090909090909091
5ac26eed55429951e9e685bf,bridge,11,True,1,0.09090909090909091,True,1,0.09090909090909091
5a7e37095542995ed0d166d5,comparison,11,True,3,0.2727272727272727,True,4,0.36363636363636365
5adf72d35542992d7e9f9369,comparison,10,True,1,0.1,False,,
5a876b265542993e715abf33,comparison,11,True,1,0.09090909090909091,True,1,0.09090909090909091
5a77ddb855429967ab1052d8,bridge,16,True,2,0.125,True,15,0.9375
5adcc3ed5542994d58a2f6c4,bridge,14,True,1,0.07142857142857142,True,1,0.07142857142857142
5a76f5b155429972597f1400,bridge,9,True,1,0.1111111111111111,True,2,0.2222222222222222
5ae2c696554299495565db32,bridge,17,True,2,0.11764705882352941,True,2,0.11764705882352941
5a875154554299211dda2be7,bridge,17,True,1,0.058823529411764705,True,1,0.058823529411764705
5a84cf175542992a431d1aa2,comparison,9,True,1,0.1111111111111111,False,,
5ae675245542991bbc9760dc,bridge,9,True,9,1.0,False,,
5a80b0565542996402f6a5f0,comparison,8,True,1,0.125,True,1,0.125
5adde3a45542997545bbbdc2,comparison,9,True,1,0.1111111111111111,False,,
5ac26b7f55429951e9e685ae,bridge,11,True,2,0.18181818181818182,True,1,0.09090909090909091
5adf39295542992d7e9f92df,comparison,8,True,1,0.125,True,1,0.125
5abc19705542993a06baf86e,bridge,10,True,5,0.5,True,1,0.1
5ae6914755429908198fa627,bridge,19,True,1,0.05263157894736842,True,17,0.8947368421052632
5adc9b7a5542994d58a2f679,bridge,10,True,1,0.1,True,1,0.1
5a721dfd55429971e9dc928b,bridge,19,True,1,0.05263157894736842,True,2,0.10526315789473684
5a8b50475542997f31a41cd4,bridge,21,True,4,0.19047619047619047,True,11,0.5238095238095238
5a860aa6554299211dda2a45,comparison,13,True,1,0.07692307692307693,True,2,0.15384615384615385
5ae4585c5542996836b02c89,comparison,11,True,2,0.18181818181818182,True,10,0.9090909090909091
5adfcb5455429906c02daa48,bridge,16,True,7,0.4375,True,1,0.0625
5a77a41a5542997042120ab9,bridge,9,True,4,0.4444444444444444,True,4,0.4444444444444444
5a8759395542994775f607e0,bridge,14,True,6,0.42857142857142855,False,,
5a84992e5542992a431d1a6d,bridge,11,True,1,0.09090909090909091,True,1,0.09090909090909091
5ac1bce45542994ab5c67def,comparison,10,True,1,0.1,False,,
5ac0641f554299294b218fbe,bridge,13,True,1,0.07692307692307693,True,8,0.6153846153846154
5a87954f5542996e4f308856,comparison,8,True,1,0.125,True,1,0.125
5a8bc03d5542996e8ac88a0b,bridge,19,True,1,0.05263157894736842,True,4,0.21052631578947367
5ab8869155429916710eb081,bridge,23,True,1,0.043478260869565216,True,1,0.043478260869565216
5adde17f5542992200553b87,bridge,15,True,1,0.06666666666666667,True,1,0.06666666666666667
5a776ac75542993569682d9b,bridge,11,True,11,1.0,False,,
5ae70ed7554299572ea546a1,bridge,12,True,1,0.08333333333333333,True,1,0.08333333333333333
5ae1fbf05542997f29b3c1e7,bridge,19,True,2,0.10526315789473684,True,4,0.21052631578947367
5ac1c9a15542994ab5c67e1c,bridge,21,True,2,0.09523809523809523,True,2,0.09523809523809523
5a77c8905542995d831812ce,bridge,14,True,1,0.07142857142857142,True,1,0.07142857142857142
5a89f68f5542992e4fca84b6,bridge,19,True,1,0.05263157894736842,True,1,0.05263157894736842
5a7f62405542992e7d278cf0,bridge,16,True,1,0.0625,True,2,0.125
5a7ca4485542990527d554f1,bridge,12,True,2,0.16666666666666666,False,,
5a8347d65542996488c2e3f6,bridge,18,True,3,0.16666666666666666,True,3,0.16666666666666666
5ab8634e5542990e739ec8de,bridge,18,True,4,0.2222222222222222,False,,
5ab85e9e55429934fafe6d8b,bridge,23,True,2,0.08695652173913043,True,2,0.08695652173913043
5a79c9c05542994bb94570a5,bridge,21,True,1,0.047619047619047616,True,1,0.047619047619047616
5a8c616f5542995e66a475de,bridge,11,True,4,0.36363636363636365,True,1,0.09090909090909091
5ab90fdd55429916710eb0fc,bridge,17,True,1,0.058823529411764705,True,3,0.17647058823529413
5abe7f695542993f32c2a12d,bridge,16,True,2,0.125,True,2,0.125
5abeb0da5542997ec76fd34b,comparison,11,True,8,0.7272727272727273,False,,
5a7521c55542993748c897c6,comparison,25,True,1,0.04,True,1,0.04
5adfda5255429942ec259b5e,bridge,14,True,3,0.21428571428571427,True,3,0.21428571428571427
5abaeda95542992ccd8e7e5d,bridge,24,True,1,0.041666666666666664,True,2,0.08333333333333333
5ae68e0055429908198fa607,bridge,16,True,1,0.0625,True,1,0.0625
5a7577785542992d0ec05fa0,bridge,14,True,2,0.14285714285714285,True,2,0.14285714285714285
5a7d147955429909bec76942,bridge,11,True,5,0.45454545454545453,False,,
5a83a2a15542993344746063,bridge,23,True,1,0.043478260869565216,True,1,0.043478260869565216
5ac079e9554299294b218fff,bridge,13,True,1,0.07692307692307693,True,1,0.07692307692307693
5adca8375542990d50227cd4,bridge,12,True,5,0.4166666666666667,True,5,0.4166666666666667
5add4f3a5542997545bbbd2c,bridge,12,True,2,0.16666666666666666,True,7,0.5833333333333334
5ae26cb15542994d89d5b421,bridge,14,True,1,0.07142857142857142,True,1,0.07142857142857142
5a73cad5554299623ed4ac5e,bridge,12,True,12,1.0,False,,
5ae0d5335542990adbacf674,bridge,11,True,2,0.18181818181818182,True,2,0.18181818181818182
5ab344fc55429969a97a811e,comparison,10,True,4,0.4,False,,
5ae1319c55429920d5234301,bridge,16,True,1,0.0625,True,1,0.0625
5abee41a5542993fe9a41d79,bridge,21,True,1,0.047619047619047616,True,1,0.047619047619047616
5a7daad55542995f4f4022b7,bridge,16,True,1,0.0625,True,1,0.0625
5a8ff6635542995651fb5086,comparison,11,True,7,0.6363636363636364,True,7,0.6363636363636364
5ae3c0cc5542992f92d82369,bridge,31,True,1,0.03225806451612903,True,1,0.03225806451612903
5a8485fa5542992a431d1a41,bridge,17,True,1,0.058823529411764705,True,2,0.11764705882352941
5ae1389655429901ffe4ae05,bridge,14,True,1,0.07142857142857142,True,1,0.07142857142857142
5a7b73ad5542997c3ec9718c,bridge,15,True,1,0.06666666666666667,True,3,0.2
5a7a68d25542996c55b2dd98,bridge,12,True,2,0.16666666666666666,True,7,0.5833333333333334
5ae2bb545542992decbdcd88,bridge,20,True,1,0.05,True,1,0.05
5a8f47a55542997ba9cb3219,bridge,22,True,4,0.18181818181818182,True,4,0.18181818181818182
5ab1ebff5542993be8fa9882,comparison,11,True,9,0.8181818181818182,False,,
5a7fd7305542992e7d278dc2,bridge,14,True,1,0.07142857142857142,True,2,0.14285714285714285
5abb8aaf5542993f40c73b1c,bridge,19,True,1,0.05263157894736842,True,1,0.05263157894736842
5abba584554299642a094afa,bridge,17,True,8,0.47058823529411764,True,14,0.8235294117647058
5a804510554299485f5985af,bridge,23,True,1,0.043478260869565216,True,1,0.043478260869565216
5abb11c15542992ccd8e7ef8,bridge,17,True,3,0.17647058823529413,True,11,0.6470588235294118
5ae376a35542990afbd1e163,comparison,9,True,1,0.1111111111111111,False,,
5adc5b875542996e68525328,bridge,20,True,6,0.3,True,1,0.05
5ae6b6065542991bbc976168,bridge,36,True,1,0.027777777777777776,True,1,0.027777777777777776
5a79d2fe5542994f819ef0c3,comparison,9,True,1,0.1111111111111111,True,1,0.1111111111111111
5ab38cdd5542992ade7c6de2,bridge,18,True,1,0.05555555555555555,True,1,0.05555555555555555
5ae73d235542991e8301cc29,bridge,14,True,6,0.42857142857142855,True,6,0.42857142857142855
5a7a33205542996a35c1712f,bridge,36,True,1,0.027777777777777776,True,1,0.027777777777777776
5a799dfb5542994bb9457029,bridge,15,True,5,0.3333333333333333,True,5,0.3333333333333333
5a71095e5542994082a3e4f3,bridge,10,True,1,0.1,True,1,0.1
5aba77be55429955dce3ee44,bridge,20,True,6,0.3,True,6,0.3
5a8af94455429971feec45b6,bridge,17,True,1,0.058823529411764705,True,3,0.17647058823529413
5abcedb355429959677d6b4f,bridge,19,True,1,0.05263157894736842,True,3,0.15789473684210525
5a713dcb5542994082a3e6d9,comparison,12,True,1,0.08333333333333333,True,1,0.08333333333333333
5ae383e15542992f92d822fb,comparison,10,True,2,0.2,True,2,0.2
5a85df525542994c784ddb9f,bridge,18,True,3,0.16666666666666666,True,17,0.9444444444444444
5a9030ef5542995651fb50e4,bridge,20,True,1,0.05,True,3,0.15
5a8a2d2155429930ff3c0cdc,bridge,33,True,1,0.030303030303030304,True,21,0.6363636363636364
5a88fa9e5542993b751ca8de,bridge,20,True,1,0.05,True,1,0.05
5ae7882b554299540e5a55dd,bridge,18,True,1,0.05555555555555555,True,1,0.05555555555555555
5a81dacc55429926c1cdada0,bridge,22,True,1,0.045454545454545456,True,1,0.045454545454545456
5ab322b1554299194fa93570,bridge,20,True,4,0.2,True,4,0.2
5a8a764555429930ff3c0de1,bridge,22,True,1,0.045454545454545456,True,1,0.045454545454545456
5a8d93bf554299068b959d46,comparison,9,True,3,0.3333333333333333,True,1,0.1111111111111111
5abf04ae5542993fe9a41dbf,bridge,12,True,1,0.08333333333333333,True,1,0.08333333333333333
5ab55b0c554299488d4d995e,bridge,15,True,1,0.06666666666666667,True,3,0.2
5ae4a1875542995ad6573dd2,bridge,15,True,1,0.06666666666666667,True,9,0.6
5abae3205542996cc5e49edc,bridge,14,True,2,0.14285714285714285,True,5,0.35714285714285715
5ab5a4555542997d4ad1f19c,bridge,20,True,2,0.1,True,2,0.1
5abbd85a5542993f40c73be1,bridge,10,True,1,0.1,True,1,0.1
5abe731255429965af743f0e,comparison,11,True,4,0.36363636363636365,True,4,0.36363636363636365
5a77bef05542992a6e59dfaf,bridge,17,True,1,0.058823529411764705,True,1,0.058823529411764705
5a9064d05542990a9849360f,bridge,25,True,1,0.04,True,2,0.08
5a8c30f6554299240d9c20d1,comparison,11,True,1,0.09090909090909091,False,,
5ae5ffbb5542996de7b71ad4,bridge,20,True,1,0.05,False,,
5ae213de5542997283cd23b9,comparison,10,True,2,0.2,False,,
5a81cb2c5542990a1d231ec4,bridge,18,True,1,0.05555555555555555,True,1,0.05555555555555555
5a7605f85542994ccc91868d,comparison,13,True,7,0.5384615384615384,True,7,0.5384615384615384
5ae07b0155429945ae95935d,comparison,9,True,2,0.2222222222222222,True,2,0.2222222222222222
5abcf17655429959677d6b5c,bridge,19,True,1,0.05263157894736842,False,,
5ae1b1aa5542997283cd223f,bridge,21,True,5,0.23809523809523808,True,5,0.23809523809523808
5ab9587d55429970cfb8ea7e,bridge,9,True,4,0.4444444444444444,True,4,0.4444444444444444
5ab81cd955429916710eaff7,bridge,9,True,1,0.1111111111111111,True,5,0.5555555555555556
5a77a9df55429967ab10521c,bridge,17,True,10,0.5882352941176471,False,,
5a85a2845542997175ce1fe1,comparison,7,True,3,0.42857142857142855,False,,
5a800ca555429969796c1bac,bridge,34,True,1,0.029411764705882353,True,1,0.029411764705882353
5a73c958554299623ed4ac5c,bridge,11,True,2,0.18181818181818182,True,2,0.18181818181818182
5ae528ed5542993aec5ec16e,bridge,22,True,1,0.045454545454545456,True,1,0.045454545454545456
5a8aee2c55429970aeb70338,comparison,9,True,1,0.1111111111111111,True,1,0.1111111111111111
5ae7ef625542994a481bbe40,bridge,22,True,13,0.5909090909090909,True,17,0.7727272727272727
5ae2cda55542992decbdcdb7,bridge,14,True,2,0.14285714285714285,True,2,0.14285714285714285
5a7af1a955429931da12c98f,comparison,10,True,2,0.2,True,6,0.6
5a8b017155429949d91db463,bridge,30,True,1,0.03333333333333333,True,14,0.4666666666666667
5abe535055429976d4830aea,bridge,10,True,8,0.8,False,,
5ae3f2d25542995ad6573ccc,bridge,21,True,1,0.047619047619047616,True,1,0.047619047619047616
5a74122f55429929fddd83da,bridge,24,True,1,0.041666666666666664,True,1,0.041666666666666664
5ae803915542994a481bbe80,bridge,14,True,1,0.07142857142857142,True,1,0.07142857142857142
5a734e6d5542994cef4bc528,comparison,15,True,1,0.06666666666666667,True,1,0.06666666666666667
5ae3bb0d5542992f92d82357,bridge,18,True,2,0.1111111111111111,True,2,0.1111111111111111
5a7624b85542992db947372c,bridge,12,True,2,0.16666666666666666,True,2,0.16666666666666666
5a8091515542996402f6a563,comparison,11,True,5,0.45454545454545453,False,,
5a7a1b165542996c55b2dd10,comparison,9,True,1,0.1111111111111111,True,1,0.1111111111111111
5ac38bf355429939154137ba,bridge,14,True,1,0.07142857142857142,False,,
5a7502715542996c70cfae74,bridge,31,True,1,0.03225806451612903,True,2,0.06451612903225806
5a724ba25542990c210a40c7,bridge,17,True,3,0.17647058823529413,True,3,0.17647058823529413
5abd0b6b5542996e802b46b4,bridge,13,True,1,0.07692307692307693,True,1,0.07692307692307693
5ac00f795542996f0d89cb16,bridge,10,True,1,0.1,True,1,0.1
5ac3af895542995ef918c1f0,bridge,13,True,1,0.07692307692307693,False,,
5ac3bab155429939154138fb,bridge,23,True,2,0.08695652173913043,True,2,0.08695652173913043
5ab1f13e554299449642c81c,bridge,16,True,1,0.0625,True,2,0.125
5a7652435542992d0ec060a5,comparison,18,True,1,0.05555555555555555,True,1,0.05555555555555555
5ade881f5542992fa25da7af,bridge,17,True,1,0.058823529411764705,True,10,0.5882352941176471
5a83e98e5542992ef85e2387,bridge,19,True,1,0.05263157894736842,True,1,0.05263157894736842
5a7b60605542995eb53be931,bridge,20,True,2,0.1,True,2,0.1
5a8df1a65542995085b3735f,bridge,10,True,1,0.1,True,2,0.2
5a7e0c045542995f4f4023c5,comparison,9,True,3,0.3333333333333333,True,3,0.3333333333333333
5a81711455429938b614233e,comparison,7,True,4,0.5714285714285714,False,,
5ac275f155429921a00aaf82,bridge,18,True,1,0.05555555555555555,False,,
5a7ed5af5542994959419a84,comparison,11,True,5,0.45454545454545453,True,5,0.45454545454545453
5a83ed9b55429933447460b8,comparison,8,True,1,0.125,True,1,0.125
5ae648b955429929b0807b1d,bridge,13,True,3,0.23076923076923078,True,2,0.15384615384615385
5a8f24cc55429924144829e7,bridge,16,True,1,0.0625,True,1,0.0625
5addda9b5542992200553b5b,bridge,13,True,7,0.5384615384615384,False,,
5a77c4fe55429967ab10527b,bridge,25,True,1,0.04,True,2,0.08
5adce36e5542990d50227d55,bridge,11,True,1,0.09090909090909091,True,11,1.0
5a8f155e554299458435d54c,bridge,15,True,2,0.13333333333333333,True,4,0.26666666666666666
5ac532335542994611c8b41c,bridge,13,True,4,0.3076923076923077,True,4,0.3076923076923077
5a77ba6c55429967ab10524c,bridge,22,True,1,0.045454545454545456,True,1,0.045454545454545456
5ac3b0885542995ef918c1f8,bridge,18,True,1,0.05555555555555555,False,,
5ab6006a554299110f2199b5,bridge,9,True,1,0.1111111111111111,True,1,0.1111111111111111
5ab53ad6554299488d4d9917,bridge,26,True,3,0.11538461538461539,True,3,0.11538461538461539
5a844fd35542990548d0b274,comparison,9,True,4,0.4444444444444444,True,4,0.4444444444444444
5ab2d1c45542992953946877,bridge,25,True,2,0.08,True,2,0.08
5a71674f5542994082a3e819,bridge,16,True,4,0.25,True,4,0.25
5a8f38fa55429924144829f5,bridge,15,True,15,1.0,False,,
5a7a651b5542990783324f40,bridge,22,True,1,0.045454545454545456,True,1,0.045454545454545456
5a76a0005542993569682c64,comparison,14,True,1,0.07142857142857142,True,1,0.07142857142857142
5a8747915542994775f607bb,bridge,17,True,2,0.11764705882352941,True,2,0.11764705882352941
5ae66b055542995703ce8b61,bridge,8,True,1,0.125,True,1,0.125
5ab5dc44554299494045f089,bridge,16,True,1,0.0625,True,1,0.0625
5ae0d9c555429924de1b719a,bridge,21,True,1,0.047619047619047616,True,1,0.047619047619047616
5a7ec95b55429934daa2fc67,comparison,9,True,1,0.1111111111111111,False,,
5ac4ec9955429924173fb4da,bridge,13,True,1,0.07692307692307693,False,,
5ac097b05542996f0d89cc18,comparison,12,True,1,0.08333333333333333,False,,
5ac270025542990b17b15390,bridge,14,True,1,0.07142857142857142,True,7,0.5
5a863d2d5542991e771815d2,bridge,12,True,6,0.5,False,,
5ab1e76c554299449642c800,bridge,14,True,1,0.07142857142857142,True,1,0.07142857142857142
5a8a9bc15542996c9b8d5f36,bridge,21,True,1,0.047619047619047616,True,1,0.047619047619047616
5a84f5195542994c784dda9d,bridge,18,True,1,0.05555555555555555,True,1,0.05555555555555555
5a8b515e55429971feec46bb,bridge,12,True,1,0.08333333333333333,True,1,0.08333333333333333
5ab44ab25542991779162c58,comparison,7,True,1,0.14285714285714285,True,1,0.14285714285714285
5ab701395542991d3222373a,bridge,12,True,2,0.16666666666666666,True,2,0.16666666666666666
5ae5305b5542990ba0bbb1f5,bridge,17,True,1,0.058823529411764705,True,1,0.058823529411764705
5ae0b60655429945ae959437,bridge,28,True,1,0.03571428571428571,True,1,0.03571428571428571
5a8fc0065542997ba9cb3318,bridge,18,True,1,0.05555555555555555,True,1,0.05555555555555555
5ac036b95542992a796deccd,bridge,18,True,5,0.2777777777777778,True,5,0.2777777777777778
5ac1a2f755429964131be258,bridge,23,True,1,0.043478260869565216,True,9,0.391304347826087
5ac41379554299204fd21ef1,comparison,10,True,1,0.1,False,,
5ac2ba4855429921a00ab048,bridge,9,True,1,0.1111111111111111,True,1,0.1111111111111111
5a7119f75542994082a3e58e,bridge,9,True,1,0.1111111111111111,True,2,0.2222222222222222
5ac55c135542993e66e82345,bridge,9,True,1,0.1111111111111111,True,1,0.1111111111111111
5ae7fde25542994a481bbe66,bridge,21,True,1,0.047619047619047616,True,1,0.047619047619047616
5ac54ca45542993e66e822d5,bridge,23,True,1,0.043478260869565216,True,1,0.043478260869565216
5a8da1815542994ba4e3dcd7,bridge,16,True,1,0.0625,True,1,0.0625
5ae2075f5542994d89d5b315,bridge,7,True,2,0.2857142857142857,True,2,0.2857142857142857
5abe953b5542993f32c2a170,bridge,11,True,1,0.09090909090909091,True,1,0.09090909090909091
5abff0645542994516f45539,comparison,10,True,2,0.2,False,,
5a7199725542994082a3e88f,comparison,12,True,2,0.16666666666666666,True,1,0.08333333333333333
5abbd7985542992ccd8e7fb8,bridge,15,True,1,0.06666666666666667,True,6,0.4
5a80ae105542992bc0c4a7a2,comparison,11,True,10,0.9090909090909091,True,10,0.9090909090909091
5ab9cfb455429970cfb8ebae,comparison,10,True,1,0.1,False,,
5ae4c01e55429913cc2044f3,bridge,33,True,2,0.06060606060606061,True,2,0.06060606060606061
5ae7922f5542994a481bbdac,bridge,12,True,8,0.6666666666666666,False,,
5ac2f1d1554299218029dba4,comparison,9,True,1,0.1111111111111111,True,1,0.1111111111111111
5ac09da45542996f0d89cc1d,comparison,14,True,1,0.07142857142857142,True,1,0.07142857142857142
5ab42d5755429942dd415eaf,bridge,13,True,1,0.07692307692307693,False,,
5ae5d7b755429929b08079cd,bridge,15,True,1,0.06666666666666667,True,2,0.13333333333333333
5a8198565542995ce29dcc13,comparison,8,True,1,0.125,False,,
5ac3271e554299218029dbd3,bridge,12,True,7,0.5833333333333334,True,7,0.5833333333333334
5a8baf775542996e8ac889c8,bridge,18,True,1,0.05555555555555555,True,1,0.05555555555555555
5abbdb195542993f40c73bf1,comparison,10,True,4,0.4,True,8,0.8
5ac46cb85542991943173987,bridge,15,True,1,0.06666666666666667,True,2,0.13333333333333333
5ab69e8755429954757d3334,bridge,15,True,1,0.06666666666666667,True,2,0.13333333333333333
5adfd22255429906c02daa4f,bridge,29,True,1,0.034482758620689655,True,1,0.034482758620689655
5add2b435542990d50227e11,bridge,17,True,1,0.058823529411764705,True,1,0.058823529411764705
5a8d0d7b55429941ae14df79,bridge,19,True,3,0.15789473684210525,True,3,0.15789473684210525
5a874e9b554299211dda2bd3,bridge,26,True,1,0.038461538461538464,True,1,0.038461538461538464
5a7c3178554299683c1c62e1,bridge,38,True,2,0.05263157894736842,True,20,0.5263157894736842
5a8ee6145542990e94052bab,bridge,27,True,1,0.037037037037037035,True,2,0.07407407407407407
5a8b7e9c5542995d1e6f13c1,comparison,11,True,1,0.09090909090909091,True,3,0.2727272727272727
5ae020f5554299025d62a41b,bridge,19,True,3,0.15789473684210525,True,5,0.2631578947368421
5a7cc28f554299452d57ba1c,bridge,24,True,2,0.08333333333333333,True,16,0.6666666666666666
5a7e08305542995f4f4023ab,comparison,9,True,1,0.1111111111111111,True,1,0.1111111111111111
5adf0ae45542992d7e9f9286,bridge,20,True,1,0.05,True,1,0.05
5a82efe355429966c78a6aa1,bridge,12,True,1,0.08333333333333333,True,12,1.0
5a86204d5542994775f60709,bridge,16,True,1,0.0625,True,1,0.0625
5ab930655542991b5579f12a,comparison,13,True,1,0.07692307692307693,False,,
5abc32cb55429959677d6a40,bridge,9,True,1,0.1111111111111111,True,1,0.1111111111111111
5a8dee2455429917b4a5bce1,bridge,11,True,1,0.09090909090909091,False,,
5a75e7b255429976ec32bc95,comparison,15,True,1,0.06666666666666667,True,1,0.06666666666666667
5a8c8502554299585d9e36d0,bridge,14,True,1,0.07142857142857142,True,1,0.07142857142857142
5ae3de615542992f92d823a5,bridge,28,True,6,0.21428571428571427,True,25,0.8928571428571429
5abee75f5542993fe9a41d8e,bridge,12,True,1,0.08333333333333333,True,1,0.08333333333333333
5a8f73455542997ba9cb3269,bridge,16,True,1,0.0625,True,1,0.0625
5a7a9b9a5542990198eaf160,bridge,17,True,2,0.11764705882352941,True,4,0.23529411764705882
5ab66b63554299110f219a0a,comparison,13,True,2,0.15384615384615385,True,2,0.15384615384615385
5ae457a95542996836b02c85,bridge,13,True,1,0.07692307692307693,True,7,0.5384615384615384
5ac1c73e55429964131be28a,bridge,21,True,1,0.047619047619047616,True,2,0.09523809523809523
5adef1b35542993a75d263af,bridge,12,True,1,0.08333333333333333,True,1,0.08333333333333333
5ab29956554299194fa9342d,bridge,19,True,4,0.21052631578947367,False,,
5a7b1d3b5542992d025e677a,bridge,19,True,1,0.05263157894736842,True,4,0.21052631578947367
5ac373195542995ef918c199,bridge,11,True,1,0.09090909090909091,True,1,0.09090909090909091
5a7e052d5542995f4f40238e,bridge,21,True,2,0.09523809523809523,True,16,0.7619047619047619
5ac41850554299194317390b,bridge,15,True,1,0.06666666666666667,True,1,0.06666666666666667
5a8c06bb5542995e66a47530,bridge,22,True,1,0.045454545454545456,True,2,0.09090909090909091
5a8fc3b155429933b8a20454,bridge,26,True,2,0.07692307692307693,True,15,0.5769230769230769
5ab94acd554299743d22eac6,bridge,13,True,2,0.15384615384615385,True,2,0.15384615384615385
