interaction_id,domain,question_type,static_or_dynamic,n_words,n_passages,groundable,retrieved_gold,t_sc,phi_sc,t_suf,phi_suf,volatility
cad5cb70-f29b-4d56-bf05-d457b35beb16,open,set,slow-changing,6,116,False,False,6,1.0,,,0
b4db3f46-a8f3-48bd-93c0-12ebf2ad8d43,movie,aggregation,static,9,52,False,False,9,1.0,,,0
748ebdcd-7617-4749-82ac-2253bdd06ec0,sports,simple_w_condition,static,11,201,True,True,8,0.7273,5,0.4545,2
52d1d28c-f587-4b23-ba99-a0fcc4772426,sports,false_premise,fast-changing,11,35,False,False,9,0.8182,,,0
cb3941d2-2226-4750-b260-dafc60869cc5,music,false_premise,static,9,139,False,False,9,1.0,,,0
303dbc91-0bde-47f9-b0a9-c1cf7f2ca9b9,movie,simple,static,9,197,True,False,9,1.0,,,0
277d18d2-279e-41c7-a24b-44260f51bce7,finance,comparison,slow-changing,10,139,False,False,8,0.8,,,0
f2e5f13b-7f0a-4474-81e0-0aaa2391251d,open,post-processing,slow-changing,9,69,False,False,8,0.8889,,,0
25775bca-2600-4a6c-93d9-db4d2dd3a5fb,sports,simple,fast-changing,7,97,True,True,7,1.0,2,0.2857,0
f8929d77-fd9f-46c2-8e1f-d2745f226b08,movie,set,slow-changing,12,84,False,False,12,1.0,,,0
704d80b0-0743-48d0-bbc5-a4b6588a8d07,open,simple_w_condition,static,12,209,False,False,12,1.0,,,2
1315f9d3-4e85-4d25-bba2-8a00111438b1,sports,aggregation,static,12,166,False,False,12,1.0,,,0
1a3badd1-53ba-44c8-95b0-4e6d20a055dd,sports,set,fast-changing,18,57,False,False,18,1.0,,,4
6b226b01-0b4c-4f91-a321-8bb678b1fe12,finance,simple_w_condition,static,13,96,False,False,13,1.0,,,0
20bdd3d1-9613-4ec7-9d17-b2349bea3fa4,movie,simple,slow-changing,10,65,True,False,10,1.0,,,0
50eb98b3-f170-41e8-afa9-3a6f44f9c42d,sports,post-processing,static,12,47,False,False,8,0.6667,,,0
4df24305-ca3a-4f34-b551-11d7efec60fe,movie,simple,slow-changing,12,400,True,False,12,1.0,,,2
51062299-8123-4c3e-ac34-cc5bfd9cb50b,sports,comparison,fast-changing,12,39,True,True,7,0.5833,2,0.1667,2
59d55cb1-72d5-4c4f-9e15-61beaae87b44,open,aggregation,static,12,106,False,False,5,0.4167,,,0
83f72184-2673-41f2-9602-a3fae503f5a2,movie,aggregation,slow-changing,8,191,False,False,5,0.625,,,2
1971dc12-ec22-4e16-a6a2-ce45c482d72f,sports,false_premise,static,12,140,True,True,12,1.0,2,0.1667,6
8c88c112-e402-4c10-8010-26981b66b988,sports,simple_w_condition,static,8,257,False,False,8,1.0,,,0
0d862391-3ab9-4049-a722-50c9d940d171,open,simple_w_condition,static,9,86,True,True,9,1.0,1,0.1111,0
c4beea56-f5f5-4762-b228-cd3bc4a67be9,movie,comparison,static,11,68,True,True,11,1.0,2,0.1818,0
109630e1-0687-4dc3-8e1c-e62df3868d45,movie,simple,static,15,142,True,True,6,0.4,2,0.1333,0
42643e9f-456c-4b03-bf41-28c17ee45720,open,false_premise,static,16,95,False,False,16,1.0,,,0
08ba2a01-0d55-43ad-89c7-ebf5c3e04602,sports,simple_w_condition,fast-changing,13,233,False,False,13,1.0,,,0
ecd300d4-0e5b-4322-ad5f-76767274fd17,open,false_premise,static,11,97,False,False,5,0.4545,,,0
02475276-3a61-4c12-8a51-7a13af1ff70c,movie,simple,static,11,181,True,True,10,0.9091,3,0.2727,0
b6ffa1c6-c08e-46b2-9e42-7b9010afe5eb,finance,comparison,fast-changing,10,90,False,False,8,0.8,,,0
fd2b5298-b3ba-48c1-9c21-9a9f7443929d,movie,simple,static,14,41,False,False,6,0.4286,,,0
60fbdf14-f926-46d6-8770-0c468df5d10d,music,simple,static,11,42,False,False,11,1.0,,,0
ade2500a-748e-4e74-9ee2-ed64b81d444f,music,simple_w_condition,static,16,53,False,False,16,1.0,,,6
7b52aa2b-f25d-4353-95c1-07c7e7b7bb9e,movie,simple,static,14,191,False,False,10,0.7143,,,0
8a26a9a3-1928-4d63-8db0-eb281ac7346a,open,post-processing,static,9,90,True,True,9,1.0,2,0.2222,0
d723ccf3-af77-45d1-95b8-b5019c666040,open,set,slow-changing,11,59,False,False,11,1.0,,,0
12a47336-9e10-4a00-a94b-fade06d41eb8,music,simple,static,6,168,True,True,6,1.0,1,0.1667,0
80633605-916b-4667-bf7f-39b7ec10833b,finance,comparison,slow-changing,18,35,False,False,9,0.5,,,0
d8d9bffc-c2cf-4301-a8a6-9f55e12dbf38,open,aggregation,static,15,131,False,False,13,0.8667,,,0
fc8bab1e-b63f-4545-8120-de093a3567d3,music,simple_w_condition,static,19,90,False,False,14,0.7368,,,0
2aa8ef93-748f-440a-8b88-a7699dcfa1af,finance,post-processing,static,11,270,False,False,11,1.0,,,0
ab211237-6c20-4782-8e3d-c8548f27e2a5,music,comparison,slow-changing,13,78,True,True,13,1.0,6,0.4615,0
d922971a-267c-49e9-9a5e-b464b0d07bce,finance,aggregation,slow-changing,9,61,False,False,9,1.0,,,0
7d6ebd01-2364-461c-8086-68c83ff90966,open,multi-hop,slow-changing,12,400,False,False,12,1.0,,,0
09d72b50-ef69-48ff-948c-c52807389367,movie,simple_w_condition,static,9,104,False,False,6,0.6667,,,2
26a4b977-48e9-4db5-8de6-886dc9f9ef17,finance,simple,real-time,9,117,False,False,9,1.0,,,2
7a4c6edb-16c8-4e6e-8b98-934ab8570178,open,post-processing,static,9,295,False,False,9,1.0,,,0
7cb140ae-971a-43ae-a4ab-f07d8ee5d04f,open,false_premise,static,14,127,False,False,14,1.0,,,2
612d6a91-f8a0-4935-ad7c-b9b09e959fcc,movie,multi-hop,slow-changing,13,53,False,False,10,0.7692,,,2
1591ccda-afbe-4f83-b017-fbd3c6f8c694,music,comparison,slow-changing,20,145,False,False,16,0.8,,,2
61a5c46a-66cc-494d-b180-76adc911024c,finance,simple,real-time,12,102,False,False,10,0.8333,,,0
743280f5-0ea6-4e44-a570-df0f8911976c,movie,simple,static,10,61,False,False,7,0.7,,,0
9d4a5743-6f42-40c2-b6d1-5006510188c1,movie,simple_w_condition,static,17,270,True,False,3,0.1765,,,0
19c28ca8-31ec-4d8c-9c69-6f86f3972df7,finance,comparison,slow-changing,19,45,True,True,19,1.0,5,0.2632,2
589a531e-6644-4715-98a1-c148ddc5f07f,sports,comparison,static,15,31,True,True,11,0.7333,2,0.1333,0
e7d20776-8366-4336-9a28-0a2e1b1c2836,finance,simple,real-time,8,98,False,False,8,1.0,,,0
5b960aa4-51dc-46e9-8dea-d845f2d169bf,music,comparison,static,12,297,False,False,12,1.0,,,2
5bf6b69e-04d0-42fb-9163-1e285ad59192,movie,set,slow-changing,9,92,False,False,8,0.8889,,,0
c6fa5bdd-ff66-442e-96c1-41f624396b38,movie,comparison,static,18,52,False,False,13,0.7222,,,0
e6c17022-27ba-4b2a-ac0a-f60d3e12f922,finance,aggregation,static,13,73,False,False,13,1.0,,,0
e3068a1a-0aab-4fb0-a79a-4756f22b8bb5,music,set,static,9,272,False,False,9,1.0,,,0
35b04814-84e0-4ffe-854b-945ef562163a,music,set,slow-changing,14,108,False,False,13,0.9286,,,0
c2b8c2ea-d282-4cf4-94a9-b7d5b06308fe,sports,aggregation,fast-changing,13,111,True,True,13,1.0,1,0.0769,0
434fbd07-b2b8-40df-bd42-88c4570c4823,music,comparison,slow-changing,19,149,False,False,18,0.9474,,,0
7de19ea7-876c-460d-9891-7f1ec9ba5afd,music,set,static,9,400,False,False,9,1.0,,,0
be5abcc5-56ca-469a-a41b-f03ec69268f7,movie,simple,static,9,79,False,False,9,1.0,,,0
5fcb5f3b-10a6-4b9f-a306-3c6db306cd7f,open,false_premise,static,14,357,False,False,13,0.9286,,,2
97e8044b-a4ee-439f-abbb-a2dc0fec9145,movie,simple,static,21,192,True,False,21,1.0,,,0
decd3495-549b-4c60-a5ba-033ea6c712c1,music,simple,static,6,67,True,True,6,1.0,2,0.3333,0
480bd505-54b7-4150-aa41-8408fdd00a1e,sports,comparison,static,19,400,True,True,19,1.0,2,0.1053,0
f63c89a3-42d6-44b1-a1c7-fb89251b32f0,open,aggregation,static,14,212,False,False,9,0.6429,,,2
4188213c-01dd-4885-ae52-9d0da14532d0,movie,simple,static,16,318,True,True,14,0.875,5,0.3125,0
31f4a598-ac2b-4c1c-b4f1-0fa30e020ebc,open,false_premise,fast-changing,7,400,True,False,5,0.7143,,,0
144bd3d2-be2b-4fcb-afb1-66feaad6c4b8,open,simple_w_condition,static,9,219,True,False,8,0.8889,,,0
a7826efe-ca56-468e-87f1-23792cf0a47a,music,simple,static,11,400,True,True,11,1.0,11,1.0,0
06b29e05-348d-4ab1-aa68-9c6a6f62dc4b,finance,false_premise,static,10,201,False,False,9,0.9,,,0
d29859c8-cfba-4255-820a-e3a242f3b1fe,finance,simple,fast-changing,16,148,True,True,12,0.75,8,0.5,7
d5d3d46b-cde4-43a2-9d5a-49c3c2d46cab,movie,set,static,9,113,False,False,9,1.0,,,2
c83fca31-17a2-4169-985e-5f686d9a06dc,open,simple_w_condition,slow-changing,15,400,False,False,15,1.0,,,3
ee0b351c-5a00-48e2-97c3-73f8a802cf91,movie,simple,static,14,185,True,True,7,0.5,7,0.5,0
0308e86f-757c-4eb7-8d3a-7084809a9b19,music,simple,static,9,371,True,False,9,1.0,,,0
4b5f9101-7c72-45d9-ab64-7ce5a7552252,finance,simple,real-time,10,66,False,False,10,1.0,,,0
0b844220-ff08-413e-b2a8-4ac9134ec6c2,open,false_premise,static,12,43,False,False,12,1.0,,,2
82d831a7-b69b-464a-b296-571921da5c29,finance,simple,fast-changing,8,63,False,False,8,1.0,,,2
b818ee15-a21d-4e6a-805e-ae330cf162cb,movie,false_premise,static,16,400,False,False,16,1.0,,,0
71ed3303-6c16-49e9-a07c-0de8551f868c,finance,multi-hop,fast-changing,21,267,False,False,19,0.9048,,,4
68ca2297-6175-44cb-a26e-8355461a7442,open,simple,static,5,48,True,False,4,0.8,,,0
0e77ba15-581a-4f4d-b4ae-c9efa54a3282,music,false_premise,static,5,400,False,False,5,1.0,,,0
85cc35f3-7ee5-45c5-86e8-a435e2f26a72,finance,simple,slow-changing,14,129,False,False,12,0.8571,,,0
91b6ffcf-428f-4ce1-b452-d85196654780,open,simple,static,9,83,False,False,9,1.0,,,0
a8891b3d-3d60-4c12-8c6b-a9d829d4be0c,music,simple,static,6,56,False,False,3,0.5,,,0
8fda5f3e-e92e-4040-a330-4d41a864273b,movie,simple,static,14,164,True,False,9,0.6429,,,0
f079b1e6-7a8d-41ae-af23-97cc3b4cbdb0,movie,simple,static,12,116,False,False,12,1.0,,,4
6d04aafe-79b8-42e7-8112-1651deca80e0,open,false_premise,static,10,109,False,False,9,0.9,,,0
7a9c384b-effa-4b6c-9e6d-31b1988aeaff,movie,simple,static,18,142,False,False,9,0.5,,,0
5bfdcc4a-5cb4-4783-8907-8a38c55ecc91,movie,set,static,12,32,False,False,11,0.9167,,,0
9950554b-fb39-4df8-a68c-a959036c45ac,movie,false_premise,static,12,123,False,False,12,1.0,,,0
ada37d84-5f39-40d3-a278-2accbf104c8d,finance,comparison,static,18,93,False,False,18,1.0,,,0
c7c019ce-6619-4181-931a-2c3e2d867ada,open,false_premise,static,9,400,False,False,8,0.8889,,,0
94b8285c-0c08-428a-88ad-f9a08d73c8a6,finance,false_premise,slow-changing,10,100,False,False,10,1.0,,,0
83199371-dc43-47e0-b286-5b0600195656,open,comparison,static,10,60,True,True,10,1.0,1,0.1,0
a1eca954-d215-4748-a616-dfd4be382d8a,sports,false_premise,fast-changing,11,112,True,True,8,0.7273,1,0.0909,0
090cd764-41a9-4185-9cfc-ae9bf429e9eb,sports,aggregation,slow-changing,8,78,False,False,5,0.625,,,0
c0f11981-9be1-4ac4-aacf-aa24e22f3dce,music,aggregation,slow-changing,15,194,True,True,15,1.0,1,0.0667,0
d1ccf4bf-0507-429c-a7d3-b5d5eefd14c3,sports,set,slow-changing,9,400,False,False,9,1.0,,,0
5981a321-6195-41d1-8ba2-89a1dde55e0c,movie,false_premise,static,13,101,False,False,9,0.6923,,,0
d4360848-f6aa-4071-9264-6c60b934ce08,open,multi-hop,static,12,53,True,True,8,0.6667,1,0.0833,0
e6fe70a3-61b9-4b6f-b953-9ec181806b7d,movie,multi-hop,static,22,51,False,False,22,1.0,,,0
5c803305-1871-4a60-9f81-3bb2b328d793,movie,simple,static,16,149,True,False,16,1.0,,,0
697555e4-f573-4b30-b75f-3a642bf9f896,music,simple_w_condition,fast-changing,6,94,False,False,6,1.0,,,0
dd7eb731-8e8d-4ec2-83ab-2f58204468ff,finance,simple,slow-changing,15,37,False,False,15,1.0,,,3
0a36d3a6-588b-4b3b-af1b-a9aa4a2792be,sports,simple_w_condition,fast-changing,14,173,True,True,7,0.5,1,0.0714,0
b49e3806-2446-4db7-9253-d85f263db1ca,sports,false_premise,static,12,192,True,True,11,0.9167,1,0.0833,3
bcdb3c42-4bbd-4f59-9017-8717568d18af,finance,simple,static,11,57,True,True,11,1.0,3,0.2727,0
25d230b2-e518-45e7-8c67-a762571fb5fe,finance,comparison,real-time,9,84,True,True,7,0.7778,7,0.7778,0
5aec8f2e-84c8-41ed-a213-98c11e83f688,finance,multi-hop,fast-changing,13,84,False,False,13,1.0,,,3
c963e0c1-4eea-4d62-a461-679b1078a666,movie,simple,static,18,200,True,True,10,0.5556,3,0.1667,0
819b7f6f-e15e-4fcd-96e1-b07cb8af2ec8,open,false_premise,static,9,163,False,False,9,1.0,,,0
6ca6fb54-7eea-4b6c-b63a-339bd8b4be4b,open,multi-hop,static,12,17,False,False,8,0.6667,,,0
fb4c46c7-fd65-4077-9afe-3646ce0f6d38,open,false_premise,static,6,135,False,False,6,1.0,,,0
e9caebba-1b72-4439-bd78-eb11ee0227fc,open,aggregation,slow-changing,20,142,False,False,20,1.0,,,0
303700dd-58a3-4664-b663-c4c979473f93,music,simple,static,8,226,False,False,8,1.0,,,0
72e64ed9-4aca-4548-a1f7-2e1cad081639,sports,comparison,static,12,96,False,False,11,0.9167,,,0
5835bbf4-5778-4a9d-8ebc-0d20f37c676b,sports,aggregation,fast-changing,13,226,True,True,13,1.0,5,0.3846,0
56c7d756-2d72-48bd-9574-9dea576d78e1,open,multi-hop,static,19,174,False,False,19,1.0,,,0
8c8b6f2e-8e7d-4b16-82e8-5d2bd78e78b6,finance,comparison,real-time,9,106,True,True,9,1.0,1,0.1111,0
0a52a237-661f-4f99-81dd-c8db68bd6db3,finance,simple,real-time,5,108,False,False,5,1.0,,,0
7b543b99-87b2-4ee4-a057-7bdc15f2374b,finance,simple,real-time,11,52,False,False,8,0.7273,,,0
83ca6ad3-4505-4ed6-ad2e-c2563cc99262,sports,simple_w_condition,static,8,92,True,True,5,0.625,4,0.5,0
5154cd2b-bc9f-474e-8a91-c3212bd0e6df,sports,set,slow-changing,11,51,False,False,5,0.4545,,,0
8f6c5aa5-0471-4d2c-855b-cb3042567553,movie,aggregation,slow-changing,11,79,True,True,11,1.0,1,0.0909,2
92e00d95-300d-46be-b3bc-d6de7f258fef,finance,simple,real-time,11,113,False,False,11,1.0,,,2
00d78380-4327-4d9e-b798-466453c715fa,finance,multi-hop,real-time,12,59,False,False,5,0.4167,,,0
c7f3a697-2294-4864-bef1-9d1a39cde614,finance,comparison,fast-changing,13,111,False,False,13,1.0,,,4
116101ed-0d0b-4d98-ab92-4b0bfc8d4138,sports,comparison,static,13,116,False,False,13,1.0,,,0
6e6feebb-5f3e-44a9-a14a-2dd98fe3943b,finance,comparison,fast-changing,9,116,True,True,9,1.0,8,0.8889,0
cb8121e3-6af4-42cc-ab11-31fb0e786972,open,simple,static,16,191,True,True,16,1.0,5,0.3125,4
f5be59fe-8aa9-43d2-8633-98a15a9954b1,finance,set,slow-changing,11,105,False,False,5,0.4545,,,0
2f324569-fe78-4923-97e4-4a9d7ce7abb9,movie,comparison,static,8,21,True,True,8,1.0,1,0.125,2
1c682a75-335c-4a83-a580-9f582a13c7ff,open,post-processing,static,14,400,False,False,13,0.9286,,,2
a9046753-c041-4034-ab05-cd3b4fccc380,sports,false_premise,fast-changing,8,66,False,False,7,0.875,,,0
4954ba06-1661-43cd-b565-cc3e76239e8e,sports,aggregation,fast-changing,15,180,True,True,10,0.6667,1,0.0667,4
dc1bceed-b275-4582-bef7-d867d3386d13,open,simple,static,8,130,True,True,8,1.0,6,0.75,3
c77fa2ab-c507-49ac-8bca-7f6ce60441af,movie,simple,static,15,194,True,True,8,0.5333,7,0.4667,0
160b34ae-5ff9-487c-8352-3fc598856486,finance,simple,real-time,8,163,True,False,6,0.75,,,0
92d7d28c-3063-44c4-9d8c-2255f1d05ca4,finance,simple,slow-changing,11,51,False,False,11,1.0,,,2
5cc81cef-c6b0-4276-9406-2bfb2bda992a,movie,simple,static,9,116,False,False,9,1.0,,,2
a7157384-5433-4bba-b686-c8bda288af29,sports,simple,static,15,64,False,False,15,1.0,,,2
00b7ce03-bf1a-4a99-8775-8ef75d68c843,movie,simple_w_condition,static,14,98,False,False,14,1.0,,,0
bb769975-c181-4ba8-be32-1964ae5d1337,finance,aggregation,slow-changing,16,106,False,False,16,1.0,,,4
60dc65c4-4781-40e5-bd14-cb2874ba54d2,sports,simple,fast-changing,9,211,True,True,9,1.0,5,0.5556,0
15ec82e1-c5f1-4194-813f-fc465e365b93,music,comparison,static,19,95,False,False,17,0.8947,,,8
77d855f1-07ad-4cb0-bda7-5a58d35670e8,open,simple,static,7,211,True,True,4,0.5714,4,0.5714,0
56f7ecd9-4344-4fbf-8c71-a563fbe60208,sports,aggregation,static,10,75,False,False,8,0.8,,,0
93f61f25-1bde-4e21-a826-47c9651847e4,sports,multi-hop,static,14,72,False,False,9,0.6429,,,0
eb0092f9-261f-43d7-9bcc-228d975838e5,sports,aggregation,slow-changing,8,71,True,True,8,1.0,3,0.375,0
a767ae26-e0e1-45bb-a334-e1099f30de27,music,comparison,static,12,94,False,False,8,0.6667,,,0
adaaf1ac-17cc-43ea-b5df-2a9a00370bf5,finance,simple,real-time,9,128,False,False,9,1.0,,,0
1d04919f-4c5a-4377-a47c-24ef0597b5b2,finance,simple_w_condition,static,17,132,False,False,17,1.0,,,2
bf1da8c6-4964-4c66-a560-a17099498027,music,simple,static,14,242,False,False,11,0.7857,,,2
932c1332-de1e-4cb2-ab46-e738442ae19f,finance,simple,real-time,11,125,True,True,7,0.6364,5,0.4545,0
fb853820-72ca-462f-9c3c-154823135dc0,movie,simple,static,13,59,False,False,10,0.7692,,,0
957ceeb3-8245-4473-a4a3-cb311341919e,finance,simple_w_condition,static,11,117,False,False,7,0.6364,,,0
b8970214-0d44-44e1-b715-684f5f0d8009,music,aggregation,static,9,85,True,True,8,0.8889,2,0.2222,2
0a3edfc5-b4b4-41ed-ad48-ad9588770419,sports,simple_w_condition,fast-changing,16,42,True,True,5,0.3125,2,0.125,0
ef828b6f-b6db-44c1-bc0c-8bd5d79c9aac,movie,false_premise,static,16,267,False,False,14,0.875,,,0
d3e629d3-7f58-4d6f-bd33-b34bb9ee92d2,music,comparison,slow-changing,17,111,True,True,10,0.5882,2,0.1176,0
c5a83340-c95a-4b9d-9470-4f5238b10111,finance,simple_w_condition,static,14,100,True,False,14,1.0,,,0
89b4bc23-8c68-49ef-9810-afae63d59ba7,finance,aggregation,slow-changing,14,99,False,False,7,0.5,,,2
ebce5331-6f2f-4f0c-a5d5-d4d6dee6acb1,movie,simple,static,15,345,True,True,3,0.2,4,0.2667,0
98890ab7-3e71-4e94-8b44-afd672c23662,sports,simple_w_condition,fast-changing,12,86,False,False,12,1.0,,,0
8b697d23-f459-491b-9c6b-7af5a33cc67a,finance,simple,real-time,8,51,False,False,5,0.625,,,3
2713f555-59b0-44d2-8f5e-6290c7b585e3,finance,comparison,real-time,9,173,False,False,9,1.0,,,2
1bdaa458-9db5-4201-ad68-8ae4911891a7,movie,set,static,10,118,False,False,7,0.7,,,0
5a222059-4832-463e-97fb-c3585bb0f41d,open,multi-hop,static,18,318,False,False,18,1.0,,,0
282305b3-25e5-4ce8-b13f-7c6cc51511e4,finance,false_premise,fast-changing,15,117,False,False,3,0.2,,,0
461bb1ce-c717-4522-8ec0-cb20671c5bb1,music,post-processing,slow-changing,11,83,False,False,8,0.7273,,,2
76dc7f3d-72db-4e4e-9e72-18718ca375fc,open,set,slow-changing,9,51,False,False,9,1.0,,,2
6f6eaaa8-7acd-4def-9559-304188681b33,movie,false_premise,static,10,145,False,False,7,0.7,,,0
4cf45fc4-bb19-427f-bf33-e396da59bbf6,finance,multi-hop,real-time,15,126,False,False,15,1.0,,,6
e042412e-c4f6-4a2e-b8c2-e550cbb3a144,movie,multi-hop,static,17,113,False,False,17,1.0,,,3
3ff48ac7-5b59-4f17-9c42-44a91f4bf04b,open,post-processing,static,11,83,True,True,10,0.9091,5,0.4545,2
3a1c6d89-b757-4039-9a16-ff767d5ebb3d,music,aggregation,static,12,400,False,False,5,0.4167,,,0
50244122-3784-4204-8c2a-79bed4e3f120,finance,false_premise,static,27,142,False,False,27,1.0,,,2
18fd058b-4cde-41fe-974f-2184004dd9ce,open,simple,static,9,47,False,False,9,1.0,,,0
195bedd6-a1fb-435f-bc9a-f2d3268ff1e9,finance,simple,real-time,12,52,True,False,8,0.6667,,,2
8d8ad514-1d6f-486f-868c-24817537a92e,open,multi-hop,static,9,87,False,False,4,0.4444,,,0
12b1b450-914f-419d-9d6d-719916b18437,sports,false_premise,fast-changing,10,44,True,True,6,0.6,2,0.2,0
d55e6e15-b225-4593-b51a-f103bf223485,finance,simple_w_condition,static,15,71,False,False,12,0.8,,,0
db9493fd-e58b-4202-aae8-194e93cf89a1,music,aggregation,static,10,139,False,False,10,1.0,,,4
75dea36d-67fe-46df-be34-4003ba9d58ff,open,comparison,slow-changing,12,61,False,False,6,0.5,,,0
9fbb99e4-5dc7-472a-9a05-1fc1abd4c859,movie,simple,static,13,400,False,False,10,0.7692,,,0
b710954d-3bba-4f38-9b91-9e0ce6b68712,sports,simple_w_condition,static,21,80,False,False,7,0.3333,,,0
d8b9f667-054a-4aaf-bffe-48f03daae3cc,open,post-processing,static,10,158,False,False,7,0.7,,,0
c16bbfbc-7413-4693-a0be-294a1d1495a9,sports,false_premise,fast-changing,17,146,False,False,17,1.0,,,0
3fdbc2d1-2d18-4a3e-8f54-3f991e002d1d,movie,simple,static,14,110,True,True,7,0.5,2,0.1429,0
7c640e7c-508a-474c-9c07-b6e9b68aba26,sports,multi-hop,static,15,112,False,False,15,1.0,,,0
56595d5b-b25f-4913-9c3e-9036bb6d4acc,music,simple_w_condition,static,13,233,True,True,7,0.5385,1,0.0769,0
e0944b12-83d1-46c1-b33c-b228e3ee5b1d,sports,simple_w_condition,fast-changing,8,200,False,False,5,0.625,,,0
f0d4205d-a8dd-4d0b-a7fa-9ec6dc92e725,finance,simple_w_condition,static,12,68,False,False,7,0.5833,,,0
ad57a30d-0f77-41cf-ab69-350e7080a727,sports,multi-hop,static,12,400,True,True,12,1.0,2,0.1667,0
1d92554f-6dc0-45ab-9ee3-31a6e368acbb,music,simple_w_condition,static,16,58,False,False,13,0.8125,,,4
847c336e-eca7-4504-8a30-f5d0e1f7efab,finance,multi-hop,fast-changing,21,87,False,False,15,0.7143,,,0
209cf78f-9055-432a-838e-76f796e0491b,finance,simple,real-time,10,142,False,False,7,0.7,,,0
2db7590a-ff6e-4d4a-9ab0-9d051d49b610,open,set,slow-changing,10,51,False,False,10,1.0,,,0
eba5ab05-56ef-4b40-beb3-117ac0e62f04,movie,simple,static,15,143,False,False,15,1.0,,,2
fd9a5c17-e076-4210-9994-d0bc23e01d8d,open,simple_w_condition,static,6,87,False,False,6,1.0,,,0
8b875f2e-9e4a-4359-908e-621b80aa36b7,sports,simple_w_condition,fast-changing,17,41,True,True,7,0.4118,2,0.1176,0
a8e345c8-00d6-4845-9661-2ae439382caa,open,set,fast-changing,10,72,False,False,5,0.5,,,0
220d39cd-8df6-4c96-a5a3-618f39df8552,movie,simple,static,18,82,True,True,18,1.0,7,0.3889,0
b7421160-40eb-4cbe-8ccc-ae5cd79d7491,finance,simple,real-time,11,102,False,False,11,1.0,,,0
00255b3e-abb0-4a1d-9222-866460a52962,open,simple,static,6,302,True,True,4,0.6667,2,0.3333,0
7e7d8ada-1074-4e2a-b16b-e7c35d21c764,finance,comparison,fast-changing,11,83,True,True,11,1.0,1,0.0909,0
0166b46f-25e8-4896-b8a1-538f313d2be9,sports,aggregation,slow-changing,14,77,False,False,12,0.8571,,,0
dcf34e25-e5a1-4afb-8233-e357fdc1ed97,music,simple,static,8,299,True,True,8,1.0,2,0.25,0
14803ef8-2a6c-49cd-91bb-d2199afe9cb0,open,simple_w_condition,static,10,136,True,False,10,1.0,,,0
0da96dff-58b2-44ed-8970-c224a5a3b575,music,simple,static,7,205,True,False,6,0.8571,,,0
ee7acf00-2761-4f2a-8bcf-c13f6b28529b,open,comparison,static,12,83,False,False,12,1.0,,,2
318361f8-af94-4b0b-8017-c0f04ec1755c,finance,multi-hop,slow-changing,11,153,True,True,11,1.0,3,0.2727,0
66c2ba40-8675-45d3-a482-e4aded31cc64,open,false_premise,static,11,138,False,False,9,0.8182,,,2
45037240-6762-488e-ae34-ebc58ed70a27,movie,simple_w_condition,slow-changing,11,68,True,False,6,0.5455,,,0
1a61961d-ff2b-4b7f-aceb-05a58428c95d,sports,post-processing,slow-changing,13,50,True,True,2,0.1538,1,0.0769,0
5cfddbeb-3adf-4d89-85dd-ccbea6074ea5,open,multi-hop,static,12,73,False,False,12,1.0,,,0
d46aa330-1279-4dd8-959c-88f402757912,movie,multi-hop,static,9,118,False,False,9,1.0,,,2
3e6f239d-0354-4867-99ef-9542db6a83c8,sports,multi-hop,static,14,207,False,False,14,1.0,,,0
19b53f81-e7e1-49b1-b32c-789680ab84f8,finance,post-processing,static,14,289,False,False,14,1.0,,,7
38e34d1f-4fa7-4762-ba56-abafc79029f2,sports,simple_w_condition,static,9,138,True,True,9,1.0,9,1.0,0
81e0fbd9-2bc7-4d57-a97c-d07127228f9e,sports,comparison,slow-changing,14,61,True,True,6,0.4286,3,0.2143,0
278fe73e-7fb1-4cac-a42b-969a5957dbd8,finance,comparison,static,15,69,False,False,13,0.8667,,,0
7a9cad56-6204-45c0-9889-6d6571ca7a9c,finance,simple,real-time,9,73,True,False,7,0.7778,,,0
2a233422-8f6c-4f97-8509-ccc71afb3794,movie,multi-hop,static,11,188,False,False,9,0.8182,,,0
abffd943-4d3f-4d51-83fc-8d4f3901d17a,sports,set,slow-changing,13,87,False,False,2,0.1538,,,0
8e6f6025-d096-432b-b1d3-7fbd42007e2c,finance,aggregation,static,13,112,True,True,8,0.6154,1,0.0769,0
097faedb-597e-46db-af53-15855dcf4f69,sports,set,slow-changing,16,400,False,False,13,0.8125,,,2
dc5fec0c-9d3a-4538-96d4-b98937e0c672,sports,simple_w_condition,fast-changing,12,90,True,True,12,1.0,1,0.0833,0
9b28300a-7822-407b-8517-d3c8a96591bf,sports,simple_w_condition,slow-changing,15,146,False,False,6,0.4,,,0
1084c118-932b-4531-82bd-ddd3a6b196a2,finance,simple,real-time,17,72,False,False,10,0.5882,,,0
13098e66-904e-48cb-94d3-06524852eb51,movie,simple,static,13,400,False,False,8,0.6154,,,0
14baa31f-4eb8-4e6f-98bc-9789e4e2f8a3,music,aggregation,static,12,50,False,False,12,1.0,,,3
751a824f-66f0-4c2b-abff-a24f7a140b77,open,post-processing,static,7,149,False,False,6,0.8571,,,0
395d7562-c642-47a8-9072-1b1700c97ec0,music,false_premise,static,9,400,False,False,5,0.5556,,,0
255b57ed-6a4e-4bab-9bb7-b3e785f4dee3,open,multi-hop,static,23,195,False,False,23,1.0,,,0
