interaction_id,question_type,domain,retrieved_gold,n_words,t,t_suf,t_sc,top1_stable_streak,top1_changed,named_entity_detected,words_since_first_ne,question_word_type,label,label_sc
5cc6a7e9-ef88-403d-a9e6-bc2faae48ba3,simple,finance,False,10,4,,3,2,0,0,0,other,,1
5cc6a7e9-ef88-403d-a9e6-bc2faae48ba3,simple,finance,False,10,5,,3,3,0,0,0,other,,1
5cc6a7e9-ef88-403d-a9e6-bc2faae48ba3,simple,finance,False,10,6,,3,4,0,0,0,other,,1
5cc6a7e9-ef88-403d-a9e6-bc2faae48ba3,simple,finance,False,10,7,,3,5,0,0,0,other,,1
5cc6a7e9-ef88-403d-a9e6-bc2faae48ba3,simple,finance,False,10,8,,3,6,0,0,0,other,,1
5cc6a7e9-ef88-403d-a9e6-bc2faae48ba3,simple,finance,False,10,9,,3,7,0,0,0,other,,1
5cc6a7e9-ef88-403d-a9e6-bc2faae48ba3,simple,finance,False,10,10,,3,8,0,0,0,other,,1
a3d5797d-8a38-483b-b42f-168f38fcceab,simple,movie,True,8,1,6,8,1,0,0,0,other,0,0
a3d5797d-8a38-483b-b42f-168f38fcceab,simple,movie,True,8,2,6,8,1,1,0,0,other,0,0
a3d5797d-8a38-483b-b42f-168f38fcceab,simple,movie,True,8,3,6,8,1,1,0,0,other,0,0
a3d5797d-8a38-483b-b42f-168f38fcceab,simple,movie,True,8,4,6,8,2,0,0,0,other,0,0
a3d5797d-8a38-483b-b42f-168f38fcceab,simple,movie,True,8,5,6,8,3,0,0,0,other,0,0
a3d5797d-8a38-483b-b42f-168f38fcceab,simple,movie,True,8,6,6,8,4,0,0,0,other,1,0
a3d5797d-8a38-483b-b42f-168f38fcceab,simple,movie,True,8,7,6,8,5,0,0,0,other,1,0
a3d5797d-8a38-483b-b42f-168f38fcceab,simple,movie,True,8,8,6,8,1,1,0,0,other,1,1
b282bbe9-aad2-4c0e-ad79-0f2159882728,set,music,False,7,1,,3,1,0,0,0,other,,0
b282bbe9-aad2-4c0e-ad79-0f2159882728,set,music,False,7,2,,3,1,1,0,0,other,,0
b282bbe9-aad2-4c0e-ad79-0f2159882728,set,music,False,7,3,,3,1,1,0,0,other,,1
b282bbe9-aad2-4c0e-ad79-0f2159882728,set,music,False,7,4,,3,2,0,0,0,other,,1
b282bbe9-aad2-4c0e-ad79-0f2159882728,set,music,False,7,5,,3,3,0,0,0,other,,1
b282bbe9-aad2-4c0e-ad79-0f2159882728,set,music,False,7,6,,3,4,0,0,0,other,,1
b282bbe9-aad2-4c0e-ad79-0f2159882728,set,music,False,7,7,,3,5,0,0,0,other,,1
e292786e-67d0-4f1e-ae29-701b1a008e0c,simple_w_condition,movie,False,11,1,,11,1,0,0,0,what,,0
e292786e-67d0-4f1e-ae29-701b1a008e0c,simple_w_condition,movie,False,11,2,,11,2,0,0,0,what,,0
e292786e-67d0-4f1e-ae29-701b1a008e0c,simple_w_condition,movie,False,11,3,,11,3,0,0,0,what,,0
e292786e-67d0-4f1e-ae29-701b1a008e0c,simple_w_condition,movie,False,11,4,,11,4,0,0,0,what,,0
e292786e-67d0-4f1e-ae29-701b1a008e0c,simple_w_condition,movie,False,11,5,,11,5,0,0,0,what,,0
e292786e-67d0-4f1e-ae29-701b1a008e0c,simple_w_condition,movie,False,11,6,,11,6,0,0,0,what,,0
e292786e-67d0-4f1e-ae29-701b1a008e0c,simple_w_condition,movie,False,11,7,,11,7,0,0,0,what,,0
e292786e-67d0-4f1e-ae29-701b1a008e0c,simple_w_condition,movie,False,11,8,,11,1,1,0,0,what,,0
e292786e-67d0-4f1e-ae29-701b1a008e0c,simple_w_condition,movie,False,11,9,,11,2,0,0,0,what,,0
e292786e-67d0-4f1e-ae29-701b1a008e0c,simple_w_condition,movie,False,11,10,,11,3,0,0,0,what,,0
e292786e-67d0-4f1e-ae29-701b1a008e0c,simple_w_condition,movie,False,11,11,,11,1,1,1,0,what,,1
45993526-577d-428a-b00d-06a0b2d3fdf6,simple,finance,False,10,1,,1,1,0,0,0,what,,1
45993526-577d-428a-b00d-06a0b2d3fdf6,simple,finance,False,10,2,,1,2,0,0,0,what,,1
45993526-577d-428a-b00d-06a0b2d3fdf6,simple,finance,False,10,3,,1,3,0,0,0,what,,1
45993526-577d-428a-b00d-06a0b2d3fdf6,simple,finance,False,10,4,,1,4,0,0,0,what,,1
45993526-577d-428a-b00d-06a0b2d3fdf6,simple,finance,False,10,5,,1,5,0,0,0,what,,1
45993526-577d-428a-b00d-06a0b2d3fdf6,simple,finance,False,10,6,,1,6,0,0,0,what,,1
45993526-577d-428a-b00d-06a0b2d3fdf6,simple,finance,False,10,7,,1,7,0,0,0,what,,1
45993526-577d-428a-b00d-06a0b2d3fdf6,simple,finance,False,10,8,,1,8,0,0,0,what,,1
45993526-577d-428a-b00d-06a0b2d3fdf6,simple,finance,False,10,9,,1,9,0,1,0,what,,1
45993526-577d-428a-b00d-06a0b2d3fdf6,simple,finance,False,10,10,,1,10,0,1,1,what,,1
08bea7e4-ded2-4ec8-8090-3d2ec5c59252,simple,finance,False,10,1,,9,1,0,0,0,other,,0
08bea7e4-ded2-4ec8-8090-3d2ec5c59252,simple,finance,False,10,2,,9,1,1,0,0,other,,0
08bea7e4-ded2-4ec8-8090-3d2ec5c59252,simple,finance,False,10,3,,9,2,0,0,0,other,,0
08bea7e4-ded2-4ec8-8090-3d2ec5c59252,simple,finance,False,10,4,,9,1,1,0,0,other,,0
08bea7e4-ded2-4ec8-8090-3d2ec5c59252,simple,finance,False,10,5,,9,2,0,0,0,other,,0
08bea7e4-ded2-4ec8-8090-3d2ec5c59252,simple,finance,False,10,6,,9,3,0,0,0,other,,0
08bea7e4-ded2-4ec8-8090-3d2ec5c59252,simple,finance,False,10,7,,9,4,0,0,0,other,,0
08bea7e4-ded2-4ec8-8090-3d2ec5c59252,simple,finance,False,10,8,,9,5,0,0,0,other,,0
08bea7e4-ded2-4ec8-8090-3d2ec5c59252,simple,finance,False,10,9,,9,1,1,0,0,other,,1
08bea7e4-ded2-4ec8-8090-3d2ec5c59252,simple,finance,False,10,10,,9,2,0,0,0,other,,1
238128ae-937c-423b-a88d-7d7ec8ddbab8,comparison,open,False,8,1,,7,1,0,0,0,who,,0
238128ae-937c-423b-a88d-7d7ec8ddbab8,comparison,open,False,8,2,,7,2,0,0,0,who,,0
238128ae-937c-423b-a88d-7d7ec8ddbab8,comparison,open,False,8,3,,7,1,1,0,0,who,,0
238128ae-937c-423b-a88d-7d7ec8ddbab8,comparison,open,False,8,4,,7,2,0,0,0,who,,0
238128ae-937c-423b-a88d-7d7ec8ddbab8,comparison,open,False,8,5,,7,3,0,0,0,who,,0
238128ae-937c-423b-a88d-7d7ec8ddbab8,comparison,open,False,8,6,,7,1,1,0,0,who,,0
238128ae-937c-423b-a88d-7d7ec8ddbab8,comparison,open,False,8,7,,7,1,1,1,0,who,,1
238128ae-937c-423b-a88d-7d7ec8ddbab8,comparison,open,False,8,8,,7,2,0,1,1,who,,1
5023f14a-b9f3-4c23-9eff-bb8497998b2d,simple,movie,False,14,1,,12,1,0,0,0,other,,0
5023f14a-b9f3-4c23-9eff-bb8497998b2d,simple,movie,False,14,2,,12,2,0,0,0,other,,0
5023f14a-b9f3-4c23-9eff-bb8497998b2d,simple,movie,False,14,3,,12,1,1,0,0,other,,0
5023f14a-b9f3-4c23-9eff-bb8497998b2d,simple,movie,False,14,4,,12,1,1,0,0,other,,0
5023f14a-b9f3-4c23-9eff-bb8497998b2d,simple,movie,False,14,5,,12,2,0,0,0,other,,0
5023f14a-b9f3-4c23-9eff-bb8497998b2d,simple,movie,False,14,6,,12,1,1,0,0,other,,0
5023f14a-b9f3-4c23-9eff-bb8497998b2d,simple,movie,False,14,7,,12,2,0,0,0,other,,0
5023f14a-b9f3-4c23-9eff-bb8497998b2d,simple,movie,False,14,8,,12,3,0,0,0,other,,0
5023f14a-b9f3-4c23-9eff-bb8497998b2d,simple,movie,False,14,9,,12,1,1,0,0,other,,0
5023f14a-b9f3-4c23-9eff-bb8497998b2d,simple,movie,False,14,10,,12,2,0,0,0,other,,0
5023f14a-b9f3-4c23-9eff-bb8497998b2d,simple,movie,False,14,11,,12,3,0,0,0,other,,0
5023f14a-b9f3-4c23-9eff-bb8497998b2d,simple,movie,False,14,12,,12,1,1,0,0,other,,1
5023f14a-b9f3-4c23-9eff-bb8497998b2d,simple,movie,False,14,13,,12,2,0,0,0,other,,1
5023f14a-b9f3-4c23-9eff-bb8497998b2d,simple,movie,False,14,14,,12,3,0,1,0,other,,1
65305e84-397e-4604-a8eb-730640453576,post-processing,movie,False,10,1,,8,1,0,0,0,what,,0
65305e84-397e-4604-a8eb-730640453576,post-processing,movie,False,10,2,,8,2,0,0,0,what,,0
65305e84-397e-4604-a8eb-730640453576,post-processing,movie,False,10,3,,8,3,0,0,0,what,,0
65305e84-397e-4604-a8eb-730640453576,post-processing,movie,False,10,4,,8,1,1,0,0,what,,0
65305e84-397e-4604-a8eb-730640453576,post-processing,movie,False,10,5,,8,1,1,0,0,what,,0
65305e84-397e-4604-a8eb-730640453576,post-processing,movie,False,10,6,,8,2,0,0,0,what,,0
65305e84-397e-4604-a8eb-730640453576,post-processing,movie,False,10,7,,8,3,0,0,0,what,,0
65305e84-397e-4604-a8eb-730640453576,post-processing,movie,False,10,8,,8,1,1,0,0,what,,1
65305e84-397e-4604-a8eb-730640453576,post-processing,movie,False,10,9,,8,2,0,0,0,what,,1
65305e84-397e-4604-a8eb-730640453576,post-processing,movie,False,10,10,,8,3,0,0,0,what,,1
c3f70b61-319f-494a-9dc1-c2a4167f5bd8,false_premise,movie,False,8,1,,5,1,0,0,0,when,,0
c3f70b61-319f-494a-9dc1-c2a4167f5bd8,false_premise,movie,False,8,2,,5,1,1,0,0,when,,0
c3f70b61-319f-494a-9dc1-c2a4167f5bd8,false_premise,movie,False,8,3,,5,2,0,0,0,when,,0
c3f70b61-319f-494a-9dc1-c2a4167f5bd8,false_premise,movie,False,8,4,,5,3,0,1,0,when,,0
c3f70b61-319f-494a-9dc1-c2a4167f5bd8,false_premise,movie,False,8,5,,5,1,1,1,1,when,,1
c3f70b61-319f-494a-9dc1-c2a4167f5bd8,false_premise,movie,False,8,6,,5,2,0,1,2,when,,1
c3f70b61-319f-494a-9dc1-c2a4167f5bd8,false_premise,movie,False,8,7,,5,3,0,1,3,when,,1
c3f70b61-319f-494a-9dc1-c2a4167f5bd8,false_premise,movie,False,8,8,,5,4,0,1,4,when,,1
fd2b639f-4e2a-47c4-a945-cbadd39a2552,simple,finance,False,11,1,,2,1,0,1,0,what,,0
fd2b639f-4e2a-47c4-a945-cbadd39a2552,simple,finance,False,11,2,,2,1,1,1,1,what,,1
fd2b639f-4e2a-47c4-a945-cbadd39a2552,simple,finance,False,11,3,,2,2,0,1,2,what,,1
fd2b639f-4e2a-47c4-a945-cbadd39a2552,simple,finance,False,11,4,,2,3,0,1,3,what,,1
fd2b639f-4e2a-47c4-a945-cbadd39a2552,simple,finance,False,11,5,,2,4,0,1,4,what,,1
fd2b639f-4e2a-47c4-a945-cbadd39a2552,simple,finance,False,11,6,,2,5,0,1,5,what,,1
fd2b639f-4e2a-47c4-a945-cbadd39a2552,simple,finance,False,11,7,,2,6,0,1,6,what,,1
fd2b639f-4e2a-47c4-a945-cbadd39a2552,simple,finance,False,11,8,,2,7,0,1,7,what,,1
fd2b639f-4e2a-47c4-a945-cbadd39a2552,simple,finance,False,11,9,,2,8,0,1,8,what,,1
fd2b639f-4e2a-47c4-a945-cbadd39a2552,simple,finance,False,11,10,,2,9,0,1,9,what,,1
fd2b639f-4e2a-47c4-a945-cbadd39a2552,simple,finance,False,11,11,,2,10,0,1,10,what,,1
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,1,,12,1,0,0,0,who,,0
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,2,,12,1,1,0,0,who,,0
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,3,,12,1,1,0,0,who,,0
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,4,,12,2,0,0,0,who,,0
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,5,,12,3,0,0,0,who,,0
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,6,,12,4,0,0,0,who,,0
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,7,,12,1,1,0,0,who,,0
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,8,,12,2,0,0,0,who,,0
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,9,,12,3,0,0,0,who,,0
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,10,,12,4,0,1,0,who,,0
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,11,,12,5,0,1,1,who,,0
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,12,,12,1,1,1,2,who,,1
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,13,,12,2,0,1,3,who,,1
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,14,,12,3,0,1,4,who,,1
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,15,,12,4,0,1,5,who,,1
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,16,,12,5,0,1,6,who,,1
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,17,,12,6,0,1,7,who,,1
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,18,,12,7,0,1,8,who,,1
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,19,,12,8,0,1,9,who,,1
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,20,,12,9,0,1,10,who,,1
38605057-b0cd-46a9-a840-11878b8a5342,comparison,music,False,21,21,,12,10,0,1,11,who,,1
50d7eef5-b9b0-483a-a07b-51bf9142b15a,post-processing,open,False,9,1,,7,1,0,0,0,which,,0
50d7eef5-b9b0-483a-a07b-51bf9142b15a,post-processing,open,False,9,2,,7,1,1,0,0,which,,0
50d7eef5-b9b0-483a-a07b-51bf9142b15a,post-processing,open,False,9,3,,7,1,1,0,0,which,,0
50d7eef5-b9b0-483a-a07b-51bf9142b15a,post-processing,open,False,9,4,,7,2,0,1,0,which,,0
50d7eef5-b9b0-483a-a07b-51bf9142b15a,post-processing,open,False,9,5,,7,3,0,1,1,which,,0
50d7eef5-b9b0-483a-a07b-51bf9142b15a,post-processing,open,False,9,6,,7,4,0,1,2,which,,0
50d7eef5-b9b0-483a-a07b-51bf9142b15a,post-processing,open,False,9,7,,7,1,1,1,3,which,,1
50d7eef5-b9b0-483a-a07b-51bf9142b15a,post-processing,open,False,9,8,,7,2,0,1,4,which,,1
50d7eef5-b9b0-483a-a07b-51bf9142b15a,post-processing,open,False,9,9,,7,3,0,1,5,which,,1
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,1,,8,1,0,0,0,what,,0
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,2,,8,2,0,0,0,what,,0
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,3,,8,3,0,0,0,what,,0
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,4,,8,1,1,0,0,what,,0
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,5,,8,2,0,0,0,what,,0
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,6,,8,3,0,0,0,what,,0
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,7,,8,1,1,0,0,what,,0
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,8,,8,1,1,0,0,what,,1
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,9,,8,2,0,0,0,what,,1
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,10,,8,3,0,0,0,what,,1
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,11,,8,4,0,0,0,what,,1
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,12,,8,5,0,1,0,what,,1
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,13,,8,6,0,1,1,what,,1
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,14,,8,7,0,1,2,what,,1
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,15,,8,8,0,1,3,what,,1
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,16,,8,9,0,1,4,what,,1
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,17,,8,10,0,1,5,what,,1
9b5dbd99-3dda-49bf-99fd-32546346e31a,simple_w_condition,finance,False,18,18,,8,11,0,1,6,what,,1
a53b0542-fe79-4400-b3d0-18f010073fdc,aggregation,finance,False,15,1,,13,1,0,0,0,what,,0
a53b0542-fe79-4400-b3d0-18f010073fdc,aggregation,finance,False,15,2,,13,2,0,0,0,what,,0
a53b0542-fe79-4400-b3d0-18f010073fdc,aggregation,finance,False,15,3,,13,3,0,0,0,what,,0
a53b0542-fe79-4400-b3d0-18f010073fdc,aggregation,finance,False,15,4,,13,4,0,0,0,what,,0
a53b0542-fe79-4400-b3d0-18f010073fdc,aggregation,finance,False,15,5,,13,5,0,1,0,what,,0
a53b0542-fe79-4400-b3d0-18f010073fdc,aggregation,finance,False,15,6,,13,6,0,1,1,what,,0
a53b0542-fe79-4400-b3d0-18f010073fdc,aggregation,finance,False,15,7,,13,7,0,1,2,what,,0
a53b0542-fe79-4400-b3d0-18f010073fdc,aggregation,finance,False,15,8,,13,1,1,1,3,what,,0
a53b0542-fe79-4400-b3d0-18f010073fdc,aggregation,finance,False,15,9,,13,1,1,1,4,what,,0
a53b0542-fe79-4400-b3d0-18f010073fdc,aggregation,finance,False,15,10,,13,1,1,1,5,what,,0
a53b0542-fe79-4400-b3d0-18f010073fdc,aggregation,finance,False,15,11,,13,2,0,1,6,what,,0
a53b0542-fe79-4400-b3d0-18f010073fdc,aggregation,finance,False,15,12,,13,3,0,1,7,what,,0
a53b0542-fe79-4400-b3d0-18f010073fdc,aggregation,finance,False,15,13,,13,1,1,1,8,what,,1
a53b0542-fe79-4400-b3d0-18f010073fdc,aggregation,finance,False,15,14,,13,2,0,1,9,what,,1
a53b0542-fe79-4400-b3d0-18f010073fdc,aggregation,finance,False,15,15,,13,3,0,1,10,what,,1
e2af4c17-32a8-44c6-a65b-7828c12a2e82,false_premise,open,False,11,1,,8,1,0,0,0,when,,0
e2af4c17-32a8-44c6-a65b-7828c12a2e82,false_premise,open,False,11,2,,8,2,0,0,0,when,,0
e2af4c17-32a8-44c6-a65b-7828c12a2e82,false_premise,open,False,11,3,,8,1,1,1,0,when,,0
e2af4c17-32a8-44c6-a65b-7828c12a2e82,false_premise,open,False,11,4,,8,2,0,1,1,when,,0
e2af4c17-32a8-44c6-a65b-7828c12a2e82,false_premise,open,False,11,5,,8,1,1,1,2,when,,0
e2af4c17-32a8-44c6-a65b-7828c12a2e82,false_premise,open,False,11,6,,8,2,0,1,3,when,,0
e2af4c17-32a8-44c6-a65b-7828c12a2e82,false_premise,open,False,11,7,,8,3,0,1,4,when,,0
e2af4c17-32a8-44c6-a65b-7828c12a2e82,false_premise,open,False,11,8,,8,1,1,1,5,when,,1
e2af4c17-32a8-44c6-a65b-7828c12a2e82,false_premise,open,False,11,9,,8,2,0,1,6,when,,1
e2af4c17-32a8-44c6-a65b-7828c12a2e82,false_premise,open,False,11,10,,8,3,0,1,7,when,,1
e2af4c17-32a8-44c6-a65b-7828c12a2e82,false_premise,open,False,11,11,,8,4,0,1,8,when,,1
0046851e-506f-4925-b769-bda66af48f9e,simple,open,True,8,1,1,6,1,0,0,0,other,1,0
0046851e-506f-4925-b769-bda66af48f9e,simple,open,True,8,2,1,6,1,1,0,0,other,1,0
0046851e-506f-4925-b769-bda66af48f9e,simple,open,True,8,3,1,6,2,0,0,0,other,1,0
0046851e-506f-4925-b769-bda66af48f9e,simple,open,True,8,4,1,6,1,1,0,0,other,1,0
0046851e-506f-4925-b769-bda66af48f9e,simple,open,True,8,5,1,6,2,0,0,0,other,1,0
0046851e-506f-4925-b769-bda66af48f9e,simple,open,True,8,6,1,6,1,1,0,0,other,1,1
0046851e-506f-4925-b769-bda66af48f9e,simple,open,True,8,7,1,6,2,0,0,0,other,1,1
0046851e-506f-4925-b769-bda66af48f9e,simple,open,True,8,8,1,6,3,0,0,0,other,1,1
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,1,,12,1,0,0,0,who,,0
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,2,,12,1,1,0,0,who,,0
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,3,,12,2,0,0,0,who,,0
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,4,,12,1,1,0,0,who,,0
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,5,,12,2,0,0,0,who,,0
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,6,,12,3,0,0,0,who,,0
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,7,,12,4,0,0,0,who,,0
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,8,,12,1,1,0,0,who,,0
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,9,,12,2,0,1,0,who,,0
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,10,,12,3,0,1,1,who,,0
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,11,,12,1,1,1,2,who,,0
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,12,,12,1,1,1,3,who,,1
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,13,,12,2,0,1,4,who,,1
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,14,,12,3,0,1,5,who,,1
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,15,,12,4,0,1,6,who,,1
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,16,,12,5,0,1,7,who,,1
8a687b2a-38db-4132-81ce-0ad7b96580f4,comparison,music,False,17,17,,12,6,0,1,8,who,,1
d668a209-aff6-4df5-adaf-73ca3a453646,simple,finance,False,5,1,,5,1,0,0,0,when,,0
d668a209-aff6-4df5-adaf-73ca3a453646,simple,finance,False,5,2,,5,1,1,0,0,when,,0
d668a209-aff6-4df5-adaf-73ca3a453646,simple,finance,False,5,3,,5,2,0,0,0,when,,0
d668a209-aff6-4df5-adaf-73ca3a453646,simple,finance,False,5,4,,5,3,0,0,0,when,,0
d668a209-aff6-4df5-adaf-73ca3a453646,simple,finance,False,5,5,,5,1,1,0,0,when,,1
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,1,,23,1,0,0,0,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,2,,23,1,1,0,0,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,3,,23,2,0,0,0,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,4,,23,3,0,0,0,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,5,,23,4,0,0,0,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,6,,23,5,0,0,0,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,7,,23,6,0,0,0,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,8,,23,7,0,0,0,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,9,,23,8,0,1,0,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,10,,23,9,0,1,1,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,11,,23,1,1,1,2,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,12,,23,2,0,1,3,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,13,,23,3,0,1,4,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,14,,23,4,0,1,5,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,15,,23,5,0,1,6,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,16,,23,6,0,1,7,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,17,,23,7,0,1,8,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,18,,23,1,1,1,9,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,19,,23,1,1,1,10,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,20,,23,2,0,1,11,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,21,,23,3,0,1,12,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,22,,23,4,0,1,13,how,,0
f3fcde61-4d62-4294-a9c5-6101b6a8a455,aggregation,finance,False,23,23,,23,1,1,1,14,how,,1
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,1,16,16,1,0,0,0,other,0,0
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,2,16,16,1,1,0,0,other,0,0
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,3,16,16,2,0,0,0,other,0,0
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,4,16,16,3,0,0,0,other,0,0
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,5,16,16,4,0,0,0,other,0,0
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,6,16,16,5,0,0,0,other,0,0
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,7,16,16,6,0,0,0,other,0,0
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,8,16,16,7,0,0,0,other,0,0
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,9,16,16,8,0,0,0,other,0,0
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,10,16,16,9,0,0,0,other,0,0
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,11,16,16,10,0,0,0,other,0,0
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,12,16,16,11,0,0,0,other,0,0
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,13,16,16,12,0,0,0,other,0,0
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,14,16,16,1,1,0,0,other,0,0
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,15,16,16,2,0,0,0,other,0,0
6368de43-1ee8-437e-8f6f-b23a9fdb48ad,simple,movie,True,16,16,16,16,1,1,1,0,other,1,1
