interaction_id,question_type,n_words,n_passages,gold_size,gold_density,ans_tokens,t_suf,phi_suf
9be17379-afca-45f5-a3f9-866047981097,comparison,20,111,15,0.13513513513513514,1,10,0.5
c2405ead-68ed-4e4e-8ae9-9f1875aa7be7,multi-hop,14,238,74,0.31092436974789917,1,1,0.07142857142857142
d5ee49c8-27f9-4c6a-953a-25f1c4e3b891,simple,13,86,9,0.10465116279069768,1,1,0.07692307692307693
f05d362c-0073-4842-8efb-cd12ca229ab9,multi-hop,10,110,8,0.07272727272727272,3,8,0.8
0cccde09-5d42-47ca-89ce-278a629792ec,simple,10,54,1,0.018518518518518517,1,1,0.1
add07b27-f9bf-40af-a7b8-cce92630b711,simple,11,94,5,0.05319148936170213,2,2,0.18181818181818182
98597a9c-8c94-4fad-98f5-38a12d4ed243,false_premise,22,201,11,0.05472636815920398,2,1,0.045454545454545456
5c5234a3-d684-42ba-8c84-d2cd6ab1567f,simple_w_condition,9,195,7,0.035897435897435895,2,9,1.0
b10b89b9-a48f-4278-aaa5-9c988a47a603,simple_w_condition,8,84,3,0.03571428571428571,2,5,0.625
aaac42f9-d39e-46ae-8492-c862578d9f03,multi-hop,25,400,10,0.025,36,25,1.0
6fbc6a0b-06f9-4a46-86fa-0da8dd8fd8a7,simple,11,67,14,0.208955223880597,1,1,0.09090909090909091
73e59934-ac7a-4150-a188-9ba96aa0b75f,comparison,12,65,10,0.15384615384615385,1,1,0.08333333333333333
e82cb799-a236-400e-99ba-a8d90ca8eff9,simple,7,20,6,0.3,1,3,0.42857142857142855
b7eef25b-f230-4e3c-9b75-7b871a81121e,simple,7,192,13,0.06770833333333333,1,1,0.14285714285714285
057ff5c5-79c7-40e1-a875-565a74e8da95,simple,14,85,2,0.023529411764705882,1,3,0.21428571428571427
02c16b07-4593-4cbc-aef9-7ad83307ef64,comparison,10,58,14,0.2413793103448276,2,1,0.1
8c64872e-3f00-4ced-81be-4cbd7ffcf887,multi-hop,18,246,26,0.10569105691056911,1,1,0.05555555555555555
0fad8c97-0237-45d4-acb8-5c7135c79f9e,aggregation,8,400,101,0.2525,1,2,0.25
9c73e34b-dc6f-4c6a-879c-8fbcc85c5488,aggregation,9,400,55,0.1375,1,1,0.1111111111111111
437cc197-c40b-4daf-b46a-d44c0accbdd8,aggregation,16,207,21,0.10144927536231885,1,1,0.0625
168ed85e-f680-490b-89d9-668a23d82b86,aggregation,15,385,242,0.6285714285714286,1,2,0.13333333333333333
17a5f5e6-bf2c-4db3-9211-1e72ec92f2f6,simple,7,31,5,0.16129032258064516,1,5,0.7142857142857143
6a8638a3-5bde-4606-85bb-947d056c5f3a,comparison,19,147,25,0.17006802721088435,3,1,0.05263157894736842
20fd78c1-c706-4f99-b9cc-20fa17e3566e,comparison,15,111,2,0.018018018018018018,1,5,0.3333333333333333
272b19e3-f1f4-4130-98c3-2758b59538ff,simple,9,96,11,0.11458333333333333,2,8,0.8888888888888888
5c3a51fa-7688-4d61-b01c-c19d66793507,simple_w_condition,13,112,54,0.48214285714285715,1,1,0.07692307692307693
f5ae236b-668c-48de-9bfc-ee11b355a72d,simple,8,400,215,0.5375,2,1,0.125
ef914c66-e7f6-4a54-b253-eae5b46a68b3,simple_w_condition,11,32,6,0.1875,2,1,0.09090909090909091
cd7762fc-edf2-4390-8c0c-3488b07be66f,simple,7,245,15,0.061224489795918366,2,1,0.14285714285714285
b9e7441c-ff95-4f1e-99a2-d7da65a7a78b,simple_w_condition,9,47,2,0.0425531914893617,1,8,0.8888888888888888
74519fa3-a8d1-4602-86a0-30f98ebb1ed6,multi-hop,8,134,24,0.1791044776119403,1,1,0.125
3a6d3f5c-b052-4059-b727-1ffbe7cb2cc1,simple_w_condition,11,69,4,0.057971014492753624,2,1,0.09090909090909091
ada48348-56bc-474c-9196-b2dc50a8b626,simple,8,79,23,0.2911392405063291,1,1,0.125
b20c2a55-ad15-4360-9cb4-81b40917237d,simple,7,213,41,0.19248826291079812,1,1,0.14285714285714285
8b510a2c-1aa9-4a42-8298-eabcad71e91b,false_premise,14,89,18,0.20224719101123595,2,2,0.14285714285714285
68edbb40-0eab-41d7-8a03-70b4528b2c24,simple,13,101,5,0.04950495049504951,1,1,0.07692307692307693
2b9321f3-2b69-4a7e-8de9-de2a7f52eebd,simple,7,56,1,0.017857142857142856,14,5,0.7142857142857143
bf7642ff-2a80-42a8-8226-8c98af290172,aggregation,13,89,65,0.7303370786516854,1,1,0.07692307692307693
a4f19bc0-6766-4263-ae76-78e301a33c12,simple_w_condition,12,189,8,0.042328042328042326,1,5,0.4166666666666667
4d7426e1-9c69-45c3-9843-f072542f3e82,simple,7,87,15,0.1724137931034483,1,1,0.14285714285714285
47b81d91-3151-4fad-b3e4-08e6fc21438d,simple_w_condition,15,50,6,0.12,1,1,0.06666666666666667
0ea0cb68-313a-4759-b508-8a7a37360a38,comparison,17,59,2,0.03389830508474576,5,2,0.11764705882352941
23009ac8-d24b-4a55-a8be-6e7ba449def4,simple,15,148,15,0.10135135135135136,2,1,0.06666666666666667
3134f2aa-bad7-4030-9246-d42daa242441,aggregation,16,83,17,0.20481927710843373,1,1,0.0625
879382a3-687f-4409-b8f8-9671f2312a82,aggregation,14,298,92,0.3087248322147651,1,1,0.07142857142857142
9701e5c9-86e9-4efe-8b9e-ab153fc47f02,comparison,18,179,14,0.0782122905027933,2,3,0.16666666666666666
2a0a628a-c67b-40df-bdf9-697c4de1eb0b,simple,13,148,37,0.25,1,1,0.07692307692307693
130aeafb-6a7d-4f5e-8a05-a7293b0fede7,simple_w_condition,14,53,7,0.1320754716981132,2,1,0.07142857142857142
9f2bdaeb-72fb-433d-bf95-b294b11940e3,comparison,14,170,29,0.17058823529411765,3,1,0.07142857142857142
46256b45-f172-4024-87cd-4d6510b55be2,simple,11,170,35,0.20588235294117646,1,1,0.09090909090909091
